City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,uaua,-9.8414,-39.4817,37.02,19,38,2.37,BR,1678130044
340,petropavlovsk-kamchatskiy,53.0452,158.6483,-11.67,92,75,4.0,RU,1678130143
341,san vicente,-26.6167,-54.1333,32.33,28,1,1.75,AR,1678130144
342,kendari,-3.945,122.4989,23.94,93,100,0.9,ID,1678130144
343,kudahuvadhoo,2.6708,72.8944,27.54,76,100,4.63,MV,1678130144
344,springfield,37.2153,-93.2982,22.73,51,0,5.14,US,1678130075
345,magadan,59.5667,150.8,-19.59,99,100,1.48,RU,1678130145
346,holme,56.1138,10.1725,0.76,88,100,2.63,DK,1678130145
347,torbay,47.6666,-52.7314,-0.4,85,100,3.6,CA,1678130146
348,awjilah,29.1081,21.2869,17.15,35,100,3.32,LY,1678130146
349,black river,18.0264,-77.8487,29.5,54,8,4.86,JM,1678130146
350,oktyabrskiy,54.4815,53.471,-4.42,96,100,1.81,RU,1678130147
351,angouleme,45.65,0.15,5.53,57,100,0.51,FR,1678130147
352,kamogata,34.5333,133.5833,8.12,56,10,1.31,JP,1678130148
353,shetpe,44.1667,52.1167,7.19,90,100,5.72,KZ,1678130149
354,lashio,22.9333,97.75,14.64,51,0,0.67,MM,1678130149
355,eyl,7.9803,49.8164,25.14,68,6,6.64,SO,1678130149
356,show low,34.2542,-110.0298,13.16,24,0,8.23,US,1678130150
357,monte carmelo,-18.7247,-47.4986,27.47,62,100,1.06,BR,1678130151
358,beloha,-25.1667,45.05,23.15,92,98,6.39,MG,1678130151
359,tommot,58.9564,126.2925,-16.12,98,100,1.17,RU,1678130151
360,guanica,17.9716,-66.908,29.27,66,61,3.9,PR,1678130007
361,ballina,-28.8667,153.5667,20.99,95,0,5.43,AU,1678130152
362,lowicz,52.1071,19.9453,-0.57,98,100,3.51,PL,1678130153
363,saquena,-4.6667,-73.5167,22.89,98,100,1.14,PE,1678130154
364,mantua,45.1667,10.7833,10.75,80,29,0.45,IT,1678130154
